Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date
Bug,FAS-77,10272,(Danh sách sản phẩm) Thiếu metadata bộ lọc và cờ chuẩn hóa trong response API GET Danh sách sản phẩm,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Quốc Trưởng,712020:6a901181-0b50-43a6-89ec-6c36bffea756,Medium,Done,Done,19/Jun/26 2:17 PM,19/Jun/26 9:01 PM,23/Jun/26 12:00 AM
Bug,FAS-76,10271,(Danh Mục) Thiếu chuẩn hóa cấu trúc response API GET Danh mục sản phẩm (User),Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Quốc Trưởng,712020:6a901181-0b50-43a6-89ec-6c36bffea756,Medium,Done,Done,19/Jun/26 1:49 PM,19/Jun/26 6:22 PM,23/Jun/26 12:00 AM
Bug,FAS-75,10270,API đăng xuất không trả về trường user_id trong response. (logout_admin),Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,19/Jun/26 10:26 AM,19/Jun/26 2:02 PM,23/Jun/26 12:00 AM
Bug,FAS-74,10269,API không trả về trường updated_status (Cập nhật trạng thái liên hệ),Khang Trương,712020:667770d3-cf1d-419a-826d-1b7b3df322c8,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,19/Jun/26 10:24 AM,19/Jun/26 4:11 PM,23/Jun/26 12:00 AM
Bug,FAS-73,10268,API không trả về trường contacts (DS liên hệ Admin),Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,19/Jun/26 10:23 AM,19/Jun/26 1:31 PM,23/Jun/26 12:00 AM
Bug,FAS-72,10267,API xóa đánh giá vi phạm không trả về trường deleted_at trong response. (Xóa đánh giá),Khang Trương,712020:667770d3-cf1d-419a-826d-1b7b3df322c8,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,19/Jun/26 10:21 AM,19/Jun/26 4:05 PM,23/Jun/26 12:00 AM
Bug,FAS-71,10266,API phản hồi đánh giá không trả về trường reply_message trong response.(Phản hồi đánh giá),Quốc Trưởng,712020:6a901181-0b50-43a6-89ec-6c36bffea756,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,19/Jun/26 10:19 AM,19/Jun/26 5:15 PM,23/Jun/26 12:00 AM
Bug,FAS-70,10265,API xem tất cả đánh giá sản phẩm không trả về trường reviews trong response. (DS Đánh giá Admin),Trí Đinh Quốc,712020:97b8593c-a56b-448c-9008-1c0a1468219a,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,19/Jun/26 10:17 AM,19/Jun/26 10:19 PM,23/Jun/26 12:00 AM
Bug,FAS-69,10264,"Gửi form liên hệ thành công nhưng response message không chứa từ khóa ""email"" như test case mong đợi. (Gửi liên hệ)",vynnp6064,712020:b4440e20-a317-4091-8a09-b4558ff44d54,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,19/Jun/26 10:15 AM,20/Jun/26 1:01 AM,23/Jun/26 12:00 AM
Bug,FAS-68,10263,( delete_address ) Response trả về địa chỉ đã xóa nhưng vẫn có is_default = 1.,Khang Trương,712020:667770d3-cf1d-419a-826d-1b7b3df322c8,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 2:10 AM,19/Jun/26 9:48 PM,23/Jun/26 12:00 AM
Bug,FAS-67,10262,"( Đặt làm địa chỉ mặc định ) Theo requirement U-06, API phải đảm bảo chỉ có 1 địa chỉ mặc định, nhưng hiện tại response/test không xác nhận được việc đồng bộ tất cả address và thiếu field sync_all_addresses, dẫn đến test fail.",baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 2:08 AM,19/Jun/26 10:52 PM,23/Jun/26 12:00 AM
Bug,FAS-66,10261,"( add_address ) API POST /addresses cho phép gửi is_default = true khi tạo mới và vẫn lưu giá trị này, sai với U-04 requirement vì địa chỉ mới phải luôn là 0.",Quốc Trưởng,712020:6a901181-0b50-43a6-89ec-6c36bffea756,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 2:06 AM,19/Jun/26 5:36 PM,23/Jun/26 12:00 AM
Bug,FAS-65,10260,"( review_address ) Requirement A-02 yêu cầu trả về field latest_orders, nhưng API đang trả về recent_orders, dẫn đến không khớp requirement.",Quốc Trưởng,712020:6a901181-0b50-43a6-89ec-6c36bffea756,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 2:04 AM,19/Jun/26 5:36 PM,23/Jun/26 12:00 AM
Bug,FAS-64,10259,( dashboard_admin ) Sai tên field danh sách 7 đơn hàng mới nhất trong API /admin/dashboard.,vynnp6064,712020:b4440e20-a317-4091-8a09-b4558ff44d54,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 2:00 AM,20/Jun/26 12:32 AM,23/Jun/26 12:00 AM
Bug,FAS-63,10258,( cancel_orders ) Thiếu thông tin thời gian hủy đơn hàng (updated_at) trong API hủy đơn theo requirement U-19 ,vynnp6064,712020:b4440e20-a317-4091-8a09-b4558ff44d54,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 1:58 AM,19/Jun/26 9:30 PM,23/Jun/26 12:00 AM
Bug,FAS-62,10257,"( review_detail_orders_user ) API /orders/{id} trả thiếu hoặc chưa đảm bảo đầy đủ thông tin chi tiết sản phẩm theo requirement U-18 (size, số lượng, giá), dẫn đến test kiểm tra logic tính tổng tiền từng sản phẩm (price × quantity) bị fail.",Trí Đinh Quốc,712020:97b8593c-a56b-448c-9008-1c0a1468219a,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 1:56 AM,19/Jun/26 10:04 PM,23/Jun/26 12:00 AM
Bug,FAS-61,10256,( review_orders_user ) Thiếu thông tin ngày đặt hàng trong response API GET Orders ,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 1:53 AM,19/Jun/26 1:18 PM,23/Jun/26 12:00 AM
Bug,FAS-60,10255,( orders_user ) API POST Order không trả về thông tin phí ship trong response.,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Nguyễn Quang Trung,712020:03f30b8f-3b49-4942-98b2-230bf8aaf1b2,Medium,Done,Done,19/Jun/26 1:51 AM,19/Jun/26 6:22 PM,23/Jun/26 12:00 AM
Bug,FAS-59,10222,"API  đang trả về trực tiếp thông tin user, nhưng Postman test lại yêu cầu response phải có trường message ở root. (user_detail)",vynnp6064,712020:b4440e20-a317-4091-8a09-b4558ff44d54,baophg1564,712020:e1c14f9f-9b92-4f1b-a54b-42a4968cc3d3,Medium,Done,Done,08/Jun/26 1:43 PM,08/Jun/26 2:08 PM,09/Jun/26 12:00 AM
